batch_id,batch_name,import_order,source_collection,original_path,file_name,extension,size_mb,detected_document_type,proposed_menu,proposed_folder,proposed_title,proposed_code,canonical_use,training_use,quiz_use,certificate_use,impacted_roles,suggested_recurrence,priority,action_recommended,needs_human_review,duplicate_risk,duplicate_group,import_decision,import_notes
2,Lote 2 - POPs Farmacia de Manipulacao,0021,root,Google Drive/POPs_Manipulação Veterinária - Complementar MAPA-ANVISA,POPs_Manipulação Veterinária - Complementar MAPA-ANVISA,,,Pasta/POP,Biblioteca POPs,06. Manipulacao,POPs_Manipulação Veterinária - Complementar MAPA-ANVISA,POPS-MANIPULACAO-VETERINARIA-COMPLEMENTAR-MAPA-A,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,MEDIO,,IMPORTAR_AGORA,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Classificacao clara; candidato a importacao controlada conforme lote.
3,Lote 3 - RQs Farmacia de Manipulacao,0022,root,Google Drive/Manual para Solicitação de Registro no MAPA,Manual para Solicitação de Registro no MAPA,,,Registro da Qualidade,RQ's e MBP,Registros da Qualidade/Formularios,Manual para Solicitação de Registro no MAPA,MANUAL-PARA-SOLICITACAO-DE-REGISTRO-NO-MAPA,REVISAR,NAO,NAO,NAO,ADMIN;RT,,P1,IMPORTAR_COMO_RQ,SIM,BAIXO,,IMPORTAR_AGORA,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Classificacao clara; candidato a importacao controlada conforme lote.
4,Lote 4 - Drogarias,0023,Fonte 2 - POP Revisado e Ampliado 2022,Google Drive/POPs+MBP_Drogarias/1.Manual de Boas Prática de Dispensação em Drogarias,1.Manual de Boas Prática de Dispensação em Drogarias,,,Pasta/POP,Drogarias,01. Dispensacao,1,1-MANUAL-DE-BOAS-PRATICA-DE-DISPENSACAO-EM-DROGA,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-004,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0024,Drive complementar/POPs MBP Drogarias,Drive complementar/POPs MBP Drogarias/1.Manual de Boas Prática de Dispensação em Drogarias,1.Manual de Boas Prática de Dispensação em Drogarias,,,Pasta/Colecao,Drogarias,01. Dispensacao,1,1-MANUAL-DE-BOAS-PRATICA-DE-DISPENSACAO-EM-DROGARIAS,REVISAR,NAO,NAO,NAO,ADMIN;RT,,P1,REVISAR,SIM,ALTO,DUP-004,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0025,Drive complementar/POPs MBP Drogarias,Drive complementar/POPs MBP Drogarias/Capa Introdução e Lista Mestra,Capa Introdução e Lista Mestra,,,Pasta/Colecao,Drogarias,01. Gestao da Qualidade,Capa Introdução e Lista Mestra,CAPA-INTRODUCAO-E-LISTA-MESTRA,REVISAR,NAO,NAO,NAO,ADMIN;RT,,P1,REVISAR,SIM,ALTO,DUP-050,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0026,Drive complementar/MBP Farmacia Manipulacao,Drive complementar/MBP Farmacia Manipulacao/MANUAL 2 - Atendimento e Dispensação,MANUAL 2 - Atendimento e Dispensação,,,Pasta/Colecao,Drogarias,01. Dispensacao,MANUAL 2 - Atendimento e Dispensação,MANUAL-2-ATENDIMENTO-E-DISPENSACAO,REVISAR,NAO,NAO,NAO,ADMIN;RT,,P1,REVISAR,SIM,MEDIO,,IMPORTAR_AGORA,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Classificacao clara; candidato a importacao controlada conforme lote.
4,Lote 4 - Drogarias,0027,Fonte 2 - POP Revisado e Ampliado 2022,Google Drive/PGRSS_Farmácia de Manipulação e Drogarias,PGRSS_Farmácia de Manipulação e Drogarias,,,Pasta/Colecao,Drogarias,06. Manipulacao,PGRSS_Farmácia de Manipulação e Drogarias,PGRSS-FARMACIA-DE-MANIPULACAO-E-DROGARIAS,REVISAR,NAO,NAO,NAO,ADMIN;RT,,P1,REVISAR,SIM,MEDIO,,IMPORTAR_AGORA,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Classificacao clara; candidato a importacao controlada conforme lote.
4,Lote 4 - Drogarias,0028,Fonte 2 - POP Revisado e Ampliado 2022,Google Drive/POPs+MBP_Drogarias/POP.001 Documentação Normativa,POP.001 Documentação Normativa,,,Pasta/POP,Drogarias,Manual de Boas Praticas,POP,POP-001-DOCUMENTACAO-NORMATIVA,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-005,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0029,Drive complementar/POPs MBP Drogarias,Drive complementar/POPs MBP Drogarias/POP.001 Documentação Normativa,POP.001 Documentação Normativa,,,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-001-DOCUMENTACAO-NORMATIVA,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-005,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0030,Fonte 2 - POP Revisado e Ampliado 2022,Google Drive/POPs+MBP_Drogarias/POP.002 Elab. Implementação de POPs,POP.002 Elab. Implementação de POPs,,,Pasta/POP,Drogarias,Manual de Boas Praticas,POP.002 Elab,POP-002-ELAB-IMPLEMENTACAO-DE-POPS,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-006,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0031,Drive complementar/POPs MBP Drogarias,Drive complementar/POPs MBP Drogarias/POP.002 Elab. Implementação de POPs,POP.002 Elab. Implementação de POPs,,,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP.002 Elab,POP-002-ELAB-IMPLEMENTACAO-DE-POPS,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-006,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0032,Fonte 2 - POP Revisado e Ampliado 2022,Google Drive/POPs+MBP_Drogarias/POP.003 Organograma,POP.003 Organograma,,,Pasta/POP,Drogarias,Manual de Boas Praticas,POP,POP-003-ORGANOGRAMA,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-007,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0033,Drive complementar/POPs MBP Drogarias,Drive complementar/POPs MBP Drogarias/POP.003 Organograma,POP.003 Organograma,,,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-003-ORGANOGRAMA,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-007,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0034,Fonte 2 - POP Revisado e Ampliado 2022,Google Drive/POPs+MBP_Drogarias/POP.004 Organização e Pessoal,POP.004 Organização e Pessoal,,,Pasta/POP,Drogarias,Manual de Boas Praticas,POP,POP-004-ORGANIZACAO-E-PESSOAL,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-008,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0035,Drive complementar/POPs MBP Drogarias,Drive complementar/POPs MBP Drogarias/POP.004 Organização e Pessoal,POP.004 Organização e Pessoal,,,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-004-ORGANIZACAO-E-PESSOAL,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-008,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0036,Fonte 2 - POP Revisado e Ampliado 2022,Google Drive/POPs+MBP_Drogarias/POP.005 Recrutamento e Admissão,POP.005 Recrutamento e Admissão,,,Pasta/POP,Drogarias,Manual de Boas Praticas,POP,POP-005-RECRUTAMENTO-E-ADMISSAO,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-009,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0037,Drive complementar/POPs MBP Drogarias,Drive complementar/POPs MBP Drogarias/POP.005 Recrutamento e Admissão,POP.005 Recrutamento e Admissão,,,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-005-RECRUTAMENTO-E-ADMISSAO,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-009,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0038,Fonte 2 - POP Revisado e Ampliado 2022,"Google Drive/POPs+MBP_Drogarias/POP.006 PCMSO, Relatório Analítico e Exames Médicos","POP.006 PCMSO, Relatório Analítico e Exames Médicos",,,Pasta/POP,Drogarias,Manual de Boas Praticas,POP,POP-006-PCMSO-RELATORIO-ANALITICO-E-EXAMES-MEDIC,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-010,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0039,Drive complementar/POPs MBP Drogarias,"Drive complementar/POPs MBP Drogarias/POP.006 PCMSO, Relatório Analítico e Exames Médicos","POP.006 PCMSO, Relatório Analítico e Exames Médicos",,,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-006-PCMSO-RELATORIO-ANALITICO-E-EXAMES-MEDICOS,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-010,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0040,Fonte 2 - POP Revisado e Ampliado 2022,"Google Drive/POPs+MBP_Drogarias/POP.007 LTCAT, PGR e EPIs","POP.007 LTCAT, PGR e EPIs",,,Pasta/POP,Drogarias,09. Residuos,POP,POP-007-LTCAT-PGR-E-EPIS,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-011,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0041,Drive complementar/POPs MBP Drogarias,"Drive complementar/POPs MBP Drogarias/POP.007 LTCAT, PGR e EPIs","POP.007 LTCAT, PGR e EPIs",,,Pasta/POP,Drogarias,09. Residuos,POP,POP-007-LTCAT-PGR-E-EPIS,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-011,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
